TDFREL07,TDFOID07,TDFOSN07,Q38_WD,Q38_WE,Q38WDDAY,Q38WEDAY,Q38WDIWM,Q38WDIWD,Q38WDIWY,Q38WEIWM,Q38WEIWD,Q38WEIWY,Q38WDSAQ,Q38WESAQ,Q38WDFTF,Q38WEFTF,Q38WDTEL,Q38WETEL,Q38WDCH,Q38WECH,Q38WDPCG,Q38WEPCG,Q38WDOCG,Q38WEOCG,Q38WDOTH,Q38WEOTH,Q38WD_A1,Q38WE_A1,Q38WD_A2,Q38WE_A2,Q38WDA3M,Q38WDA3D,Q38WDA3Y,Q38WEA3M,Q38WEA3D,Q38WEA3Y,Q38WDA4M,Q38WDA4D,Q38WDA4Y,Q38WEA4M,Q38WEA4D,Q38WEA4Y
1,1036,3,1,1,4,7,10,16,2007,10,16,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,1,10,10,2007,10,6,2007,10,11,2007,10,7,2007
1,6442,2,1,1,4,1,11,11,2007,11,11,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,1,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,6442,3,1,1,4,1,11,11,2007,11,11,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,9,3,9,1,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,3415,4,1,1,4,7,11,27,2007,11,27,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,3,3,11,21,2007,11,24,2007,11,21,2007,11,24,2007
1,3731,4,1,1,6,1,11,14,2007,11,14,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,6,6,3,5,11,9,2007,11,11,2007,11,14,2007,11,14,2007
1,1072,2,1,1,5,1,11,14,2007,11,14,2007,1,1,1,5,5,5,1,1,5,5,5,5,5,5,1,1,5,1,11,8,2007,11,11,2007,11,11,2007,11,11,2007
1,873,2,1,1,6,7,11,15,2007,11,15,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,5,5,1,1,11,9,2007,11,10,2007,11,13,2007,11,13,2007
1,873,3,1,1,6,7,11,16,2007,11,16,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,5,5,1,1,11,9,2007,11,10,2007,11,13,2007,11,13,2007
1,4041,2,1,1,4,1,11,20,2007,11,20,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,2,2,11,14,2007,11,18,2007,11,15,2007,11,18,2007
1,4465,3,1,1,5,1,10,8,2007,10,8,2007,1,1,1,1,5,5,5,5,1,1,5,5,5,5,2,2,1,1,10,4,2007,10,7,2007,10,6,2007,10,8,2007
1,2172,3,1,1,4,7,12,15,2007,12,15,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,2,12,12,2007,12,8,2007,12,13,2007,12,8,2007
1,2172,4,1,1,4,7,12,15,2007,12,15,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,3,3,12,12,2007,12,8,2007,12,13,2007,12,11,2007
1,1271,3,1,1,6,1,11,17,2007,11,17,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,5,5,1,1,11,9,2007,11,11,2007,11,10,2007,11,12,2007
1,4979,2,1,1,5,1,99,99,9999,99,99,9999,1,1,5,5,1,1,1,1,5,5,5,5,5,5,1,1,1,1,4,10,2008,4,13,2008,4,10,2008,4,13,2008
1,1398,4,1,1,2,7,2,4,2008,2,4,2008,5,5,1,1,5,5,1,1,5,5,5,5,5,5,6,6,3,3,1,28,2008,2,2,2008,2,4,2008,2,4,2008
1,3448,3,1,1,4,7,10,20,2007,10,20,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,1,10,17,2007,10,13,2007,10,17,2007,10,14,2007
1,3448,4,1,1,4,7,10,9,2007,10,9,2007,1,1,5,5,1,1,1,1,5,5,5,5,5,5,1,1,1,1,10,3,2007,10,6,2007,10,3,2007,10,6,2007
1,3156,3,1,1,3,1,10,30,2007,10,30,2007,1,1,5,5,5,5,1,1,1,1,5,5,5,5,3,3,1,1,10,23,2007,10,27,2007,10,23,2007,10,30,2007
1,7126,3,1,1,3,7,4,28,2008,4,28,2008,1,1,5,5,1,1,1,1,5,5,5,5,5,5,9,9,9,9,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,4543,3,1,1,4,7,11,14,2007,11,14,2007,1,1,1,5,5,5,1,1,5,5,5,5,1,1,1,1,1,1,10,24,2007,10,27,2007,10,25,2007,10,28,2007
1,4543,4,1,1,4,7,11,14,2007,11,4,2007,1,1,1,1,5,5,1,1,5,5,5,5,1,1,1,1,1,1,10,24,2007,10,27,2007,10,25,2007,10,28,2007
1,4172,4,1,1,6,7,10,23,2007,10,23,2007,5,5,1,1,5,5,1,1,1,1,5,5,1,1,7,7,1,1,10,23,2007,10,20,2007,10,23,2007,10,23,2007
1,4172,5,1,1,6,7,10,25,2007,10,25,2007,5,5,1,1,5,5,1,1,1,1,5,5,5,5,7,6,2,2,10,19,2007,10,20,2007,10,25,2007,10,25,2007
1,3172,3,1,1,5,1,12,6,2007,12,6,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,1,12,6,2007,12,2,2007,12,6,2007,12,3,2007
1,3172,4,1,1,5,1,12,6,2007,12,6,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,3,11,29,2007,12,2,2007,12,6,2007,12,6,2007
1,4651,3,1,1,2,1,1,9,2008,1,9,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,2,7,3,4,1,7,2008,1,6,2008,1,7,2008,1,6,2008
1,1819,3,1,1,3,7,10,28,2007,10,28,2007,1,1,1,1,5,5,5,1,5,5,5,5,5,5,1,1,1,1,10,23,2007,10,27,2007,10,23,2007,10,27,2007
1,5650,3,1,1,2,7,1,28,2008,1,28,2008,1,1,1,1,5,5,1,1,1,1,5,5,5,5,9,3,9,3,99,99,9999,1,26,2008,99,99,9999,1,27,2008
1,1000,3,1,1,5,7,10,23,2007,10,23,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,2,10,17,2007,10,20,2007,10,22,2007,10,22,2007
1,108,4,1,1,5,7,11,14,2007,11,14,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,3,1,1,1,11,8,2007,11,10,2007,11,8,2007,11,10,2007
1,5418,3,1,1,4,1,10,17,2007,10,17,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,1,10,10,2007,10,14,2007,10,10,2007,10,14,2007
1,131,2,1,1,3,7,11,10,2007,11,10,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,1,11,3,2007,11,6,2007,11,3,2007,11,6,2007
1,131,3,1,1,3,7,11,10,2007,11,10,2007,1,1,5,5,5,5,1,1,1,1,5,5,5,5,3,3,2,3,11,3,2007,11,6,2007,11,3,2007,11,6,2007
1,1898,2,1,1,2,1,11,11,2007,11,11,2007,1,1,5,5,5,5,1,5,1,1,5,5,5,5,2,2,1,1,11,5,2007,11,4,2007,11,10,2007,11,10,2007
1,1898,3,1,1,2,1,11,11,2007,11,11,2007,1,1,5,5,5,5,5,1,1,5,5,5,5,5,2,2,1,1,11,5,2007,11,4,2007,11,10,2007,11,10,2007
1,393,2,1,1,3,1,11,27,2007,11,27,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,6,6,1,1,11,20,2007,11,25,2007,11,27,2007,11,27,2007
1,4832,2,1,1,6,1,2,7,2008,2,7,2008,5,5,1,1,5,5,1,1,5,5,5,5,1,1,6,6,3,3,2,1,2008,2,3,2008,2,7,2008,2,7,2008
1,6212,4,1,1,2,1,1,10,2008,1,10,2008,1,1,5,5,1,1,1,1,1,1,5,5,5,5,7,7,1,4,1,7,2008,1,6,2008,1,10,2008,1,10,2008
1,6212,3,1,1,4,1,1,27,2008,1,27,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,6,6,1,2,1,23,2008,1,20,2008,1,28,2008,1,27,2008
1,5006,3,1,1,6,1,10,15,2007,10,15,2007,1,1,1,1,5,5,1,1,1,1,5,5,1,1,3,3,2,4,10,13,2007,10,14,2007,10,13,2007,10,14,2007
1,5461,2,1,1,4,1,1,20,2008,1,20,2008,5,5,1,1,5,5,1,1,5,5,5,5,5,5,6,6,2,4,1,16,2008,1,13,2008,1,20,2008,1,20,2008
1,5461,3,1,1,4,1,1,20,2008,1,20,2008,5,1,1,1,5,5,1,1,5,5,5,5,5,5,6,6,2,5,1,16,2008,1,13,2008,1,20,2008,1,20,2008
1,4422,3,1,1,4,1,99,99,9999,99,99,9999,1,1,5,5,1,1,1,1,5,5,1,1,5,5,5,5,1,1,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,4838,3,1,1,2,1,11,1,2007,11,1,2007,1,1,5,5,1,1,1,1,1,1,5,5,5,5,3,3,1,3,10,22,2007,10,21,2007,10,22,2007,10,22,2007
1,3183,3,1,1,3,1,11,4,2007,11,4,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,9,1,1,10,30,2007,10,28,2007,10,31,2007,10,29,2007
1,3183,4,1,1,3,1,11,4,2007,11,4,2007,1,1,5,1,1,5,1,1,5,5,5,5,5,5,1,1,1,1,10,30,2007,10,28,2007,11,4,2007,11,4,2007
1,5787,3,1,1,6,1,11,16,2007,11,16,2007,1,1,5,5,5,5,1,1,5,1,5,5,5,5,1,3,4,1,11,9,2007,11,11,2007,11,11,2007,11,12,2007
1,1884,4,1,1,4,1,10,21,2007,10,21,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,2,10,17,2007,10,14,2007,10,17,2007,10,14,2007
1,1351,2,1,1,5,7,11,13,2007,11,13,2007,5,5,1,1,5,5,1,1,5,5,5,5,1,1,6,6,2,2,11,8,2007,11,10,2007,11,13,2007,11,13,2007
1,1351,3,1,1,5,7,11,13,2007,11,13,2007,5,5,1,1,5,5,1,1,5,5,5,5,1,1,6,6,2,2,11,8,2007,11,10,2007,11,13,2007,11,13,2007
1,774,4,1,1,5,1,10,20,2007,10,20,2007,1,1,1,1,5,5,1,1,1,5,5,5,5,5,3,3,1,1,10,18,2007,10,14,2007,10,20,2007,10,16,2007
1,2902,3,1,1,3,1,11,12,2007,11,12,2007,1,1,5,5,5,5,1,1,1,5,5,5,5,5,3,1,3,4,11,5,2007,11,11,2007,11,5,2007,11,11,2007
1,2902,4,1,1,3,1,11,12,2007,11,12,2007,1,1,5,5,5,5,1,1,1,1,5,5,5,5,3,3,3,2,11,5,2007,11,11,2007,11,5,2007,11,11,2007
1,2763,5,1,1,3,1,10,13,2007,10,13,2007,1,1,5,5,5,5,1,1,1,1,5,5,5,5,3,3,1,3,10,9,2007,10,7,2007,10,9,2007,10,7,2007
1,3567,3,1,1,6,7,11,17,2007,11,17,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,3,11,16,2007,11,10,2007,11,16,2007,11,10,2007
1,3567,4,1,1,6,7,11,17,2007,11,17,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,2,11,16,2007,11,10,2007,11,16,2007,11,10,2007
1,7007,2,1,1,6,1,1,21,2008,1,21,2008,5,5,1,1,5,5,1,1,1,1,5,5,5,5,3,3,1,4,1,18,2008,1,20,2008,1,18,2008,1,21,2008
1,2250,3,1,1,6,1,1,19,2008,1,19,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,2,2,1,18,2008,1,13,2008,1,18,2008,1,13,2008
1,7643,3,1,1,4,1,12,4,2007,12,4,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,3,3,3,5,11,28,2007,12,2,2007,11,28,2007,12,2,2007
1,867,4,1,1,5,7,11,30,2007,11,30,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,3,2,11,14,2007,11,24,2007,11,14,2007,11,30,2007
1,867,5,1,1,5,7,12,1,2007,12,1,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,1,11,15,2007,11,24,2007,11,18,2007,11,28,2007
1,2572,2,1,1,3,1,11,4,2007,11,4,2007,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,2,10,9,2007,10,7,2007,10,9,2007,10,7,2007
1,2572,3,1,1,3,1,11,4,2007,11,4,2007,1,1,1,1,5,1,1,1,5,5,5,5,5,5,1,1,1,2,10,9,2007,10,7,2007,10,12,2007,10,7,2007
1,5438,3,1,1,3,1,10,13,2007,10,13,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,2,10,9,2007,10,7,2007,10,9,2007,10,7,2007
1,3336,3,1,1,3,1,11,11,2007,11,11,2007,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,2,10,9,2007,10,7,2007,10,10,2007,10,8,2007
1,3336,5,1,1,3,1,11,11,2007,11,11,2007,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,3,3,10,9,2007,10,7,2007,10,10,2007,10,8,2007
1,6569,3,1,1,6,7,1,21,2008,1,21,2008,1,1,5,5,5,5,1,1,1,1,5,5,5,5,3,3,2,3,1,18,2008,1,19,2008,1,20,2008,1,21,2008
1,4782,3,1,1,2,1,11,14,2007,11,14,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,2,3,10,29,2007,10,28,2007,10,29,2007,10,28,2007
1,4782,4,1,1,2,1,11,14,2007,11,14,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,2,10,29,2007,10,28,2007,10,29,2007,10,28,2007
1,3138,4,1,1,5,1,11,18,2007,1,3,2008,5,1,1,5,5,5,1,1,5,5,5,5,5,5,1,1,1,5,11,15,2007,11,18,2007,11,16,2007,11,19,2007
1,6448,3,1,1,2,7,3,20,2008,3,20,2008,1,1,5,5,1,1,1,1,5,5,5,5,5,5,1,9,9,9,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,6448,4,1,1,2,7,3,20,2008,3,20,2008,1,1,5,5,1,1,1,1,5,5,5,5,5,5,1,1,4,1,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,8244,3,1,5,2,0,2,13,2008,0,0,0,1,0,5,0,5,0,1,0,5,0,5,0,1,0,1,0,1,0,2,11,2008,0,0,0,2,11,2008,0,0,0
1,613,3,1,1,2,7,10,26,2007,10,26,2007,5,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,2,10,22,2007,10,20,2007,10,22,2007,10,20,2007
1,613,4,1,1,2,7,10,26,2007,10,26,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,2,10,22,2007,10,20,2007,10,23,2007,10,23,2007
1,1006,4,1,1,6,7,11,12,2007,11,12,2007,5,5,1,1,5,5,1,1,1,1,5,5,1,1,7,7,2,3,11,9,2007,11,10,2007,11,12,2007,11,12,2007
1,2032,3,1,1,4,1,2,9,2008,2,9,2008,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,3,2,2,6,2008,2,3,2008,2,8,2008,2,8,2008
1,2032,4,1,1,4,1,2,9,2008,2,9,2008,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,5,2,2,6,2008,2,3,2008,2,9,2008,2,8,2008
1,4037,5,1,1,6,7,10,31,2007,10,31,2007,5,5,5,5,1,1,1,1,5,5,5,5,1,1,6,6,1,3,10,26,2007,10,27,2007,10,31,2007,10,31,2007
1,4200,2,1,1,4,7,11,25,2007,11,25,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,6,6,4,2,11,21,2007,11,24,2007,11,25,2007,11,25,2007
1,3981,4,1,1,2,7,10,13,2007,10,13,2007,5,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,4,1,10,8,2007,10,6,2007,10,11,2007,10,13,2007
1,2229,4,1,1,2,7,2,13,2008,2,13,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,2,2,1,14,2008,1,3,2008,1,14,2008,1,9,2008
1,2813,4,1,1,6,1,10,8,2007,10,8,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,9,9,9,9,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,4844,4,1,1,5,7,1,13,2008,1,13,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,3,1,1,2,1,3,2008,1,12,2008,1,4,2008,1,13,2008
1,4375,4,1,1,5,7,12,23,2007,12,23,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,6,6,1,3,12,20,2007,12,22,2007,12,23,2007,12,23,2007
1,1827,3,1,1,6,7,1,11,2008,1,11,2008,1,1,1,1,1,5,1,1,5,5,5,5,5,5,1,1,2,2,1,4,2008,1,5,2008,1,4,2008,1,5,2008
1,4305,3,1,1,5,1,2,10,2008,2,10,2008,5,5,1,1,5,5,1,1,5,5,5,5,5,5,6,6,5,1,2,7,2008,2,3,2008,2,10,2008,2,10,2008
1,5204,5,1,1,6,7,3,14,2008,3,14,2008,1,1,5,5,5,5,1,1,1,1,5,5,5,5,3,3,2,2,2,22,2008,2,24,2008,2,22,2008,2,24,2008
1,6946,2,1,1,3,1,1,19,2008,1,19,2008,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,1,1,13,2008,1,13,2008,1,18,2008,1,18,2008
1,6752,3,1,1,6,1,11,1,2007,11,1,2007,1,1,1,1,5,5,1,1,5,1,5,5,5,5,1,3,1,1,10,19,2007,10,21,2007,10,19,2007,10,21,2007
1,6752,4,1,1,6,1,11,1,2007,11,1,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,3,3,3,2,10,19,2007,10,21,2007,11,1,2007,10,21,2007
1,1915,3,1,1,6,1,11,7,2007,11,7,2007,1,1,1,1,5,5,1,1,5,5,5,5,1,1,1,1,3,2,10,19,2007,10,21,2007,10,19,2007,10,21,2007
1,2222,2,1,1,4,7,10,20,2007,10,20,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,2,10,17,2007,10,14,2007,10,17,2007,10,14,2007
1,3737,3,1,1,4,1,11,26,2007,11,26,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,1,11,21,2007,11,25,2007,11,21,2007,11,25,2007
1,3426,3,1,1,5,7,11,8,2007,11,8,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,4,11,1,2007,11,3,2007,11,1,2007,11,3,2007
1,4062,3,1,1,5,7,3,4,2008,3,4,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,1,2,28,2008,1,23,2008,2,28,2008,1,23,2008
1,5978,2,1,1,6,7,1,16,2008,1,16,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,7,3,1,3,12,29,2007,12,29,2007,1,10,2008,1,9,2008
1,5978,3,1,1,6,7,1,16,2008,1,16,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,3,3,1,1,12,29,2007,12,29,2007,1,10,2008,1,9,2008
1,3145,4,1,1,3,7,11,4,2007,10,14,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,3,3,10,16,2007,10,13,2007,10,17,2007,10,14,2007
1,5613,3,1,1,3,7,3,1,2008,3,1,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,1,2,26,2008,2,23,2008,3,1,2008,3,1,2008
1,5861,3,1,1,3,1,99,99,9999,99,99,9999,1,1,5,5,1,1,1,1,5,5,5,5,5,5,1,1,1,1,3,25,2008,3,23,2008,3,26,2008,3,26,2008
1,5861,4,1,1,3,1,99,99,9999,99,99,9999,1,1,5,5,1,1,1,1,5,1,5,5,5,5,1,3,1,1,3,25,2008,3,23,2008,3,25,2008,3,26,2008
1,1024,3,1,1,4,1,3,6,2008,3,6,2008,1,1,5,5,1,1,1,5,5,5,5,5,5,5,1,1,1,1,2,13,2008,2,10,2008,2,13,2008,2,10,2008
1,2324,2,1,1,2,7,12,8,2007,12,8,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,3,12,5,2007,12,1,2007,12,7,2007,12,7,2007
1,4996,3,1,1,5,1,3,2,2008,3,2,2008,5,5,1,1,5,5,1,1,1,1,5,5,5,5,2,2,1,1,2,28,2008,2,24,2008,2,28,2008,2,24,2008
1,4996,4,1,1,5,1,3,2,2008,3,2,2008,5,5,1,1,5,5,1,5,1,5,5,5,5,5,2,2,9,5,2,28,2008,2,24,2008,2,28,2008,2,24,2008
1,1759,3,1,1,5,1,11,3,2007,11,3,2007,1,1,5,5,1,1,1,1,5,5,1,1,5,5,1,1,1,1,10,25,2007,10,28,2007,10,25,2007,10,28,2007
1,2844,4,1,1,3,7,10,23,2007,10,23,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,3,10,23,2007,10,20,2007,10,23,2007,10,20,2007
1,2844,5,1,1,3,7,10,29,2007,10,29,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,4,3,10,23,2007,10,20,2007,10,23,2007,10,20,2007
1,4755,3,1,1,5,1,1,20,2008,2,4,2008,1,1,1,5,5,1,1,1,5,5,5,5,5,5,1,1,2,3,1,17,2008,1,20,2008,1,17,2008,1,20,2008
1,5855,3,1,1,5,1,1,10,2008,1,10,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,3,3,2,2,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,5855,4,1,1,5,1,1,10,2008,99,99,9999,1,5,5,5,5,5,1,5,5,5,5,5,5,5,3,3,2,2,1,4,2008,99,99,9999,1,4,2008,99,99,9999
1,2772,3,1,1,4,1,11,5,2007,11,5,2007,5,5,5,5,1,1,1,1,5,5,5,5,5,5,1,1,3,2,10,31,2007,11,4,2007,10,31,2007,11,4,2007
1,996,4,1,1,4,7,2,28,2008,2,28,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,2,2,13,2008,2,23,2008,2,19,2008,2,25,2008
1,3299,3,1,1,6,1,99,99,9999,99,99,9999,1,1,1,5,5,5,1,1,5,5,5,5,5,5,1,1,2,1,10,12,2007,10,14,2007,10,12,2007,10,14,2007
1,3299,4,1,1,6,1,10,23,2007,10,23,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,4,10,12,2007,10,14,2007,10,12,2007,10,15,2007
1,6727,3,1,1,4,7,1,6,2008,1,6,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,3,2,1,2,2008,12,29,2007,1,3,2008,12,30,2007
1,2346,3,1,1,5,1,10,23,2007,10,23,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,5,10,18,2007,10,21,2007,99,99,9999,10,22,2007
1,2714,2,1,1,3,7,3,6,2008,3,6,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,5,4,10,4,2007,10,6,2007,10,9,2007,10,7,2007
1,2714,3,1,1,3,7,3,6,2008,3,6,2008,5,5,1,1,5,5,1,1,5,5,5,5,5,5,6,6,1,5,3,4,2008,3,1,2008,3,6,2008,3,6,2008
1,2360,2,1,1,4,1,12,6,2007,12,6,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,6,6,1,5,12,5,2007,12,2,2007,12,6,2007,12,6,2007
1,745,3,1,1,5,1,4,3,2008,4,6,2008,1,1,5,5,1,1,1,1,5,5,5,5,5,5,3,3,1,1,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,745,4,1,1,5,1,4,3,2008,4,6,2008,1,1,5,5,1,1,1,1,5,5,5,5,5,5,3,3,1,1,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,8278,3,1,1,2,7,3,20,2008,3,20,2008,5,5,1,1,5,5,1,1,5,5,5,5,1,1,6,6,2,1,3,17,2008,3,15,2008,3,20,2008,3,20,2008
1,8278,4,1,1,2,7,3,20,2008,3,20,2008,5,5,1,1,5,5,1,1,5,5,5,5,1,1,9,6,2,1,3,17,2008,3,15,2008,3,20,2008,3,20,2008
1,4944,3,1,1,2,7,11,24,2007,11,24,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,4,4,11,19,2007,11,17,2007,11,24,2007,11,24,2007
1,4944,4,1,1,2,7,11,25,2007,99,99,9999,1,5,5,5,5,5,1,5,5,5,5,5,5,5,1,1,1,3,11,19,2007,11,24,2007,11,23,2007,11,24,2007
1,8140,3,1,1,2,7,2,7,2008,2,7,2008,5,1,1,5,5,5,1,1,5,5,5,5,5,5,1,1,2,5,2,4,2008,2,2,2008,2,7,2008,2,7,2008
1,8140,4,1,1,2,7,2,7,2008,2,7,2008,5,5,1,1,5,5,1,1,5,5,5,5,5,5,6,5,2,2,2,4,2008,2,2,2008,2,7,2008,2,7,2008
1,2909,3,1,1,5,1,2,11,2008,2,11,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,2,2,7,2008,2,10,2008,2,7,2008,2,10,2008
1,2864,4,1,1,2,7,1,12,2008,1,12,2008,1,1,1,1,5,1,1,1,5,1,5,5,5,5,1,1,1,3,1,7,2008,1,12,2008,1,12,2008,1,12,2008
1,2864,5,1,1,2,7,1,12,2008,1,12,2008,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,3,3,1,1,7,2008,1,12,2008,1,12,2008,1,12,2008
1,4184,3,1,1,5,7,2,25,2008,2,25,2008,5,5,1,1,5,5,5,5,1,5,5,5,5,5,2,2,3,3,1,17,2008,1,19,2008,1,17,2008,1,19,2008
1,7715,4,1,1,6,1,12,8,2007,12,8,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,4,12,7,2007,12,2,2007,12,8,2007,12,3,2007
1,2347,4,1,1,3,7,11,5,2007,11,5,2007,5,5,1,1,5,5,1,1,5,5,5,5,1,1,6,6,3,2,10,30,2007,11,3,2007,11,5,2007,11,5,2007
1,3099,3,1,1,5,7,10,16,2007,10,16,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,3,3,9,9,10,11,2007,10,14,2007,10,16,2007,10,16,2007
1,893,2,1,1,3,7,11,5,2007,11,5,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,2,10,23,2007,11,3,2007,10,23,2007,11,4,2007
1,893,3,1,1,3,7,11,5,2007,11,5,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,2,10,30,2007,11,3,2007,10,30,2007,11,4,2007
1,4953,3,1,1,6,1,99,99,9999,99,99,9999,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,5,10,19,2007,10,21,2007,10,19,2007,10,21,2007
1,4953,4,1,1,6,1,99,99,9999,99,99,9999,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,2,2,10,19,2007,10,21,2007,10,19,2007,10,21,2007
1,4215,3,1,1,3,1,1,12,2008,1,12,2008,1,5,5,5,5,5,1,5,5,5,5,5,5,5,1,1,1,4,1,8,2008,1,6,2008,1,8,2008,1,8,2008
1,4215,5,1,1,3,1,1,12,2008,1,12,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,3,2,1,8,2008,1,6,2008,1,12,2008,1,7,2008
1,1012,3,1,1,5,7,1,9,2008,1,19,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,4,2,1,17,2008,1,5,2008,1,17,2008,1,5,2008
1,1012,4,1,1,5,7,1,19,2008,1,19,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,1,1,17,2008,1,5,2008,1,17,2008,1,5,2008
1,3465,3,1,1,5,7,10,13,2007,10,20,2007,5,5,1,5,5,1,1,1,1,1,5,5,5,5,3,9,3,9,10,11,2007,99,99,9999,10,11,2007,99,99,9999
1,3465,4,1,1,5,7,10,13,2007,10,20,2007,5,5,1,5,5,1,1,1,1,1,5,5,5,5,3,3,9,9,99,99,9999,99,99,9999,99,99,9999,99,99,9999
