EMSREL,EMSID01,EMSSN01,Q29A1MON,Q29A1DAY,Q29A1YR,Q29A2A,Q29A2B,Q29A2C,Q29A2D,Q29A2E,Q29A3,Q29A4,Q29A5,Q29A6,Q29A7,Q29A8,Q29A9,Q29A10,Q29A11,Q29A12,Q29A13A,Q29A13B,Q29A14A,Q29A14B,Q29A14C,Q29A14D,Q29A15,Q29A15A,Q29A16,Q29A16A,Q29A17,Q29A18,Q29A18A,Q29A18B,Q29A19,Q29A19A1,Q29A19A2,Q29A19A3,Q29A19A4,Q29A19A5,Q29A19B1,Q29A19B2,Q29A19C,Q29A19D,Q29A19E,Q29A20,Q29A21,Q29A21A,Q29A21B,Q29A22,Q29A22A1,Q29A22A2,Q29A22A3,Q29A22A4,Q29A22A5,Q29A22B1,Q29A22B2,Q29A22C,Q29A22D,Q29A22E,Q29B1A,Q29B1B,Q29B1C,Q29B1D,Q29B1E,Q29B1F,Q29B2A,Q29B2B,Q29B2C,Q29B2D,Q29B2E,Q29B2F,Q29B2G,Q29B3A,Q29B3B,Q29B3C,Q29B3D,Q29B3E,Q29B3F,Q29B4,Q29B5,Q29B6A,Q29B6B,Q29B6C,Q29B6D,Q29B6E,Q29B6F,Q29B7A,Q29B7B,Q29B7C,Q29B7D,Q29B7E,Q29B8,Q29B9A,Q29B9B,Q29B9C,Q29B9D,Q29B10A,Q29B10B,Q29B10C,Q29C1,Q29C1A,Q29C2A,Q29C2B,Q29C2C,Q29C2D,Q29C2E,Q29C2F,Q29C2G,Q29C3_1,Q29C3_2,Q29C3_3,Q29C3_4,Q29C3_5,Q29C3_7,Q29C4A,Q29C4B,Q29C4C,Q29C4D,Q29C4E,Q29C4F,Q29C4G,Q29C4H,Q29D1,Q29D2A,Q29D2B,Q29D3,Q29D4_1,Q29D4_2,Q29D4_3,Q29D4_4,Q29D4_5,Q29D4_6,Q29D4_7,Q29D5,Q29D6,Q29D7,Q29D8,Q29D9,Q29D9A,Q29D10A,Q29D10B,Q29D10C,Q29D11,Q29B2FCD,Q29B4A_1,Q29B4A_2,Q29C3ACD,Q29D4ACD,Q29D6ACD,Q29D8CD1,Q29D8CD2
3,3965,3,5,12,2003,3,3,3,3,3,6,5,5,5,5,1,2,2,5,2,1,98,1,2,2,1,5,0,3,6,1,1,5,0,1,1,1,1,1,5,98,30,2,90,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,11,3,0,0,2,24,5,15,0,7,4,4,6,4,4,4,1,1,3,2,1,2,2,1,3,2,25,15,25,15,2,5,3,5,0,2,1,2,1,1,1,1,5,1,1,1,5,1,3,2,2,1,1,1,1,1,1,98,9,6,1,5,1,1,1,1,1,2,1,1979,5,1,3,3,3,3,1,99,0,0,0,0,0,0,0
3,3980,4,4,23,2003,4,4,3,3,1,7,5,1,5,5,2,1,1,1,0,1,0,3,2,2,1,5,0,1,0,1,1,1,1,1,1,1,1,1,5,0,15,2,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,1,1,1,0,0,23,2,99,2,6,7,1,6,1,4,1,1,1,4,3,1,1,1,3,1,4,95,95,95,95,2,5,2,5,0,2,2,3,1,1,2,2,5,1,1,1,5,5,1,1,2,1,1,1,1,2,9,5,8,6,1,5,1,1,1,1,1,2,1,1970,5,5,0,5,5,5,1,0,0,0,2,0,0,0,0
3,3991,4,8,19,2003,3,3,3,3,3,6,5,5,1,1,2,1,2,5,0,0,0,2,1,2,1,5,0,3,6,1,1,1,1,1,1,1,1,1,1,98,20,1,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98,98,24,98,98,98,24,24,24,0,2,3,0,2,3,5,4,1,1,3,3,1,2,1,1,2,3,10,90,5,95,2,5,3,5,0,2,2,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,98,6,1,5,1,1,1,5,1,2,3,1960,1,1,5,5,5,5,1,0,1,0,0,0,0,2,5
3,3992,4,5,12,2003,4,4,4,4,3,5,5,5,1,5,2,1,2,1,0,0,0,2,3,2,1,5,0,1,0,1,1,1,1,1,1,1,1,1,1,0,15,2,100,100,1,1,1,1,1,1,1,1,1,1,0,30,2,100,100,1,0,0,0,0,0,0,0,24,6,0,0,30,5,30,0,1,15,1,6,8,4,4,1,1,2,2,2,1,1,1,1,5,90,90,95,95,3,3,1,5,0,3,5,2,5,5,4,2,5,1,1,1,5,1,2,1,2,1,1,2,1,2,30,21,0,6,1,5,5,1,1,5,1,2,1,1941,5,1,5,4,5,1,1,0,0,0,0,0,0,0,0
3,4004,3,4,22,2003,2,2,2,2,2,2,5,5,5,5,3,3,3,5,0,3,0,2,2,1,1,1,1,1,0,1,1,5,0,1,1,1,1,1,5,1,30,3,50,50,1,1,1,3,1,1,5,1,1,5,0,45,5,25,25,1,1,0,0,0,0,0,24,0,0,0,0,24,0,22,0,8,12,2,6,3,4,4,4,1,5,6,2,2,2,2,1,4,50,30,50,25,2,5,4,5,0,2,5,2,1,1,3,4,5,1,1,1,5,1,3,2,2,1,1,1,1,2,29,18,0,7,1,5,1,1,1,1,1,2,2,1949,5,1,3,4,5,1,3,0,0,0,0,0,0,0,0
3,4008,6,4,16,2003,3,3,4,3,2,6,5,5,5,5,2,2,1,5,0,1,0,2,1,2,1,5,0,2,6,1,1,1,2,1,5,5,1,5,1,0,20,4,25,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,25,0,2,0,1,0,28,2,7,2,2,6,2,6,2,6,6,6,1,6,1,1,1,1,1,1,4,100,100,100,100,2,5,5,5,0,1,1,2,2,1,1,1,5,1,1,1,5,5,2,1,1,1,1,1,1,1,30,22,8,7,5,5,5,5,1,1,1,2,1,1949,1,1,5,5,5,5,1,0,0,0,3,0,0,3,0
3,4014,3,5,6,2003,2,1,1,1,2,3,5,5,1,1,2,3,3,5,1,0,0,2,3,2,1,5,0,1,0,1,1,1,3,1,1,1,1,1,1,1,0,4,100,100,1,1,1,3,1,1,1,1,1,1,1,0,5,100,100,1,0,0,0,0,0,0,17,0,0,0,0,17,8,16,3,16,1,2,6,2,1,1,1,1,1,1,1,2,1,4,1,3,75,50,50,50,2,5,5,5,0,2,5,1,1,1,2,9,5,5,1,1,1,1,3,2,2,1,1,2,1,2,11,2,0,6,1,5,1,1,1,1,1,2,2,1965,5,1,3,2,4,4,2,0,0,0,0,0,0,0,0
3,4028,3,5,28,2003,3,1,1,2,2,1,1,5,5,5,3,3,3,5,0,1,0,1,2,1,1,1,2,4,6,1,1,1,3,1,5,5,5,1,5,0,30,5,0,0,1,1,1,3,1,5,1,5,5,5,0,30,3,0,0,1,0,0,1,0,0,15,3,0,0,0,0,18,0,12,0,2,12,1,6,2,6,6,1,1,1,1,1,1,1,1,1,4,95,95,95,95,2,4,3,5,0,2,2,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,19,18,0,7,5,5,1,1,1,1,1,2,1,1958,5,1,5,5,5,5,3,0,0,0,0,0,0,0,0
3,4040,3,4,29,2003,5,5,5,4,5,6,5,5,5,5,2,1,1,0,0,1,1,3,3,3,3,5,0,4,6,1,5,0,0,1,1,1,1,1,1,1,15,2,100,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16,0,0,1,0,0,17,0,1,0,5,6,0,6,2,4,1,1,2,3,4,1,1,2,1,1,3,90,90,100,90,1,5,1,1,5,2,1,1,1,1,1,2,5,1,1,1,5,5,1,1,1,1,1,1,1,1,12,3,8,6,1,5,1,1,1,1,1,2,1,1950,5,1,5,5,5,5,1,0,0,0,2,0,0,0,0
3,4046,3,9,29,2003,3,2,3,2,4,2,5,5,5,5,2,2,2,5,0,0,0,2,2,2,1,5,0,1,0,1,1,1,2,1,5,5,1,5,5,0,15,6,75,75,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,8,0,22,0,0,0,30,8,99,8,6,3,1,6,4,4,4,1,1,4,1,3,3,3,3,1,4,80,80,90,80,3,3,5,5,0,4,5,2,1,1,4,1,5,1,1,1,5,5,1,1,1,1,1,1,1,2,25,13,1,7,5,5,1,1,1,1,1,2,1,1948,5,1,3,5,5,5,1,0,0,0,2,0,0,0,0
3,4066,3,4,8,2003,5,5,5,5,5,6,5,5,5,5,1,1,1,0,0,1,0,2,2,2,1,5,0,3,6,1,5,0,0,1,1,5,1,5,5,0,20,2,95,95,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,14,1,0,0,0,16,0,15,2,4,5,5,6,5,6,6,4,4,6,1,4,1,2,2,1,4,90,90,90,90,1,1,2,5,0,3,5,5,3,3,5,5,5,1,1,1,5,5,3,1,2,1,1,2,2,2,4,4,8,7,5,5,5,1,1,1,1,2,1,1973,5,1,2,5,5,5,1,0,0,0,11,0,0,0,0
3,4071,2,4,12,2003,4,4,3,3,4,3,5,5,5,1,2,2,2,5,0,1,0,3,3,2,2,1,2,1,0,1,1,1,2,1,1,1,1,1,5,20,10,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,8,1,0,2,0,20,1,12,3,4,8,1,6,4,6,6,3,2,4,3,1,1,1,1,1,4,10,98,4,96,2,1,4,5,0,1,1,8,1,1,2,1,5,5,1,1,5,5,2,1,1,1,1,1,1,1,17,5,0,7,5,5,1,1,1,1,1,2,1,1964,5,1,5,4,5,5,1,0,0,0,3,0,0,0,0
3,4092,3,1,1,2003,2,2,2,1,3,2,5,5,5,5,2,3,3,5,0,6,0,1,1,1,1,5,0,2,3,1,1,1,3,1,1,5,1,5,5,0,30,6,80,80,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10,11,0,0,0,0,21,3,12,0,5,5,0,6,3,4,4,1,1,4,1,1,1,1,2,1,3,80,80,90,90,1,5,1,5,0,2,2,1,1,1,2,1,5,1,1,1,5,5,2,1,1,1,1,1,1,2,16,9,6,7,1,5,1,1,5,1,1,2,1,1965,5,5,0,4,4,2,1,0,0,0,1,0,0,0,0
3,4096,3,5,16,2003,2,2,3,3,2,5,1,5,5,5,1,3,2,5,1,2,1,2,1,1,1,1,2,2,6,1,1,1,2,1,5,5,5,1,5,0,30,2,30,30,1,1,1,3,1,1,1,1,5,5,0,15,3,75,50,1,0,0,0,0,1,21,3,3,1,0,0,28,0,4,10,8,5,1,6,1,4,4,1,1,4,4,1,2,2,3,2,3,90,95,95,95,4,5,4,5,0,3,4,3,1,1,1,2,5,1,1,1,5,5,1,2,2,1,1,2,1,1,2,0,9,7,1,5,1,1,1,1,5,2,1,1959,5,1,3,5,5,5,2,0,0,0,5,1,0,0,0
3,4130,3,5,8,2003,2,4,3,3,4,6,5,5,5,5,2,3,2,5,0,0,0,2,3,3,2,5,0,2,6,1,1,5,0,1,1,1,1,1,1,0,30,5,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,2,1,4,0,0,22,3,0,0,1,2,1,6,2,4,4,4,4,4,1,1,1,1,1,1,4,100,98,100,98,3,5,2,5,0,1,1,1,1,1,2,1,5,1,1,1,5,5,2,2,2,1,1,1,1,2,5,5,0,7,5,5,1,1,1,1,1,2,1,1974,5,1,3,5,5,5,1,0,0,0,3,0,0,0,0
3,4136,3,4,24,2003,4,3,3,2,3,2,1,5,5,5,2,3,2,5,0,7,0,2,3,2,1,1,2,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,1,1,1,2,18,0,12,3,9,4,2,6,6,6,4,1,1,4,1,1,1,1,1,1,3,20,999,999,999,2,5,9,5,0,2,5,2,2,2,2,2,5,1,1,1,5,5,2,2,2,1,1,1,1,1,29,4,8,6,1,5,1,1,1,1,1,2,1,1943,5,1,4,4,4,4,2,20,0,0,3,0,0,0,0
3,4139,4,4,24,2003,4,5,5,5,4,8,5,5,5,5,1,1,1,1,0,0,0,2,3,3,3,5,0,4,3,1,1,5,0,1,1,1,1,1,5,0,20,2,100,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,1,8,0,0,0,25,6,99,3,5,5,1,6,3,1,1,1,1,1,2,2,2,2,1,2,4,95,95,90,90,3,5,3,5,0,3,2,1,3,1,3,1,5,1,1,1,5,1,1,1,2,1,1,1,1,1,16,9,0,6,5,5,5,1,1,1,5,2,1,1961,5,5,0,5,5,4,1,0,0,0,0,1,0,0,0
3,4163,3,4,1,2003,4,3,4,2,3,6,1,5,5,5,2,1,1,0,0,0,0,3,3,2,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,0,5,3,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,20,0,6,4,8,12,2,6,4,6,6,4,4,3,4,1,1,1,1,1,4,50,50,25,25,1,5,4,5,0,1,2,1,1,1,1,2,5,1,1,1,5,5,2,1,1,1,1,1,1,1,27,22,0,8,5,5,1,1,1,1,5,2,1,1952,5,1,3,4,5,4,1,0,0,0,15,6,0,0,0
3,4169,3,4,2,2003,1,4,4,4,3,6,5,5,5,5,2,1,1,1,0,0,0,2,3,2,1,5,0,2,4,1,5,0,0,1,1,1,1,1,5,1,0,3,100,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26,1,0,1,0,0,28,0,99,1,0,20,0,6,10,1,1,1,1,2,3,1,1,1,1,1,4,100,100,100,100,1,5,1,5,0,1,4,4,2,1,2,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,28,0,7,6,1,5,5,1,1,1,1,2,1,1952,5,1,5,5,5,5,2,0,0,0,3,0,0,0,0
3,4182,5,4,22,2003,3,2,3,2,3,2,1,1,5,5,1,3,2,5,0,3,0,2,3,1,1,1,2,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,5,0,30,3,95,80,1,0,0,1,0,0,4,19,0,0,0,0,23,0,99,3,8,4,2,6,3,3,3,1,1,3,4,1,2,1,1,2,2,90,80,80,75,3,5,5,5,0,3,4,9,3,2,3,1,5,1,1,1,5,5,2,2,1,1,1,1,1,1,5,2,0,6,1,5,1,1,1,1,1,2,1,1970,5,1,4,2,4,2,2,0,0,0,2,0,0,0,0
3,4184,4,4,16,2003,5,3,1,4,5,6,5,5,5,5,1,2,2,5,1,5,0,3,3,3,3,5,0,2,6,1,1,1,2,1,1,1,1,1,5,0,25,2,90,90,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,24,0,0,0,0,0,24,0,0,0,3,10,2,6,2,4,3,2,5,4,3,1,2,3,3,1,4,95,95,95,95,2,5,2,5,0,1,5,1,1,1,1,5,5,1,1,1,5,1,1,1,2,1,1,1,1,2,7,7,0,6,1,5,1,1,1,1,1,2,1,1970,5,1,5,5,5,5,2,0,0,0,0,0,0,0,0
3,4192,3,4,2,2003,4,4,4,3,3,6,9,5,5,5,2,3,2,0,0,0,0,3,3,2,2,5,0,3,6,1,5,0,0,1,1,1,5,1,5,0,45,5,75,90,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,5,2,6,1,3,3,2,2,3,3,1,1,2,2,1,5,100,100,100,100,2,5,9,1,5,2,1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,9,9,1,1,1,25,16,0,6,5,5,1,1,1,1,1,2,1,1952,5,5,0,5,5,5,2,0,0,0,0,0,0,0,0
3,4192,4,4,1,2003,3,3,2,2,4,6,5,5,5,5,1,3,1,5,1,0,0,2,3,3,2,5,0,3,6,1,5,0,0,1,1,5,5,5,5,0,10,4,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,1,0,0,15,0,0,0,4,11,2,6,1,4,4,2,2,3,1,1,1,1,1,1,4,97,97,97,97,1,5,5,1,5,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,13,8,11,7,1,5,5,1,1,1,1,2,1,1955,5,1,3,5,5,5,1,0,0,0,0,0,0,0,0
3,4194,4,4,23,2003,4,4,4,4,4,3,1,5,5,5,3,1,3,1,1,2,1,3,3,3,3,5,0,2,4,1,1,1,1,1,1,1,1,1,5,0,15,5,75,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,10,2,0,0,0,20,1,99,1,6,6,2,6,3,6,2,2,2,1,3,1,1,1,1,1,4,80,80,100,80,3,5,2,5,0,4,5,3,2,1,4,2,5,1,1,1,5,5,2,1,1,1,1,1,1,1,15,14,0,6,1,5,1,1,1,5,5,2,1,1940,5,1,3,5,5,2,2,0,0,0,3,1,0,0,0
3,4203,3,5,12,2003,1,2,1,1,2,3,9,1,5,5,2,3,3,5,4,2,98,3,2,2,2,9,0,4,2,1,5,0,0,1,1,1,1,1,5,98,20,2,95,95,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,98,98,98,98,20,98,98,98,1,98,21,21,2,3,4,5,2,6,5,2,2,2,3,3,2,1,1,1,1,1,3,98,98,98,98,2,5,2,5,0,2,1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,98,8,6,1,5,1,1,1,1,1,2,1,1977,5,5,0,5,5,5,8,0,0,0,0,0,0,0,0
3,4220,4,5,22,2003,2,3,3,2,2,5,5,5,5,5,3,2,1,5,0,2,0,2,1,1,1,5,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,5,5,1,5,5,99,99,3,100,100,2,0,0,0,0,1,25,0,0,0,0,0,25,0,10,1,1,4,1,6,5,4,3,3,2,3,3,1,1,1,1,1,3,85,85,85,85,2,4,2,5,0,1,2,2,1,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,3,3,0,6,1,5,5,1,1,1,1,2,1,1977,5,1,5,5,5,5,1,0,0,0,4,0,0,0,0
3,4221,4,4,22,2003,2,2,2,2,2,1,5,1,5,5,3,3,3,1,0,0,1,3,3,2,1,1,2,2,2,1,1,1,2,1,5,1,5,1,5,0,15,2,25,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,24,0,0,0,0,0,24,0,12,2,4,19,2,6,1,6,6,1,1,1,4,2,2,2,2,2,3,90,90,90,90,2,5,4,5,0,2,2,2,2,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,20,19,0,6,1,5,1,1,1,1,1,2,1,1958,5,1,5,4,4,2,1,0,0,0,0,0,0,0,0
3,4259,3,5,16,2003,4,4,4,4,5,98,5,5,5,5,2,1,1,0,1,0,0,2,2,2,1,5,0,4,6,1,1,5,0,1,5,5,1,5,1,98,15,6,100,98,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,98,1,98,1,98,98,98,98,98,98,98,98,0,0,98,0,4,8,2,5,5,4,4,1,1,1,1,4,1,1,1,1,4,70,70,90,90,2,3,1,5,0,2,2,2,3,3,3,1,5,5,1,1,5,1,1,1,1,1,1,1,1,1,9,3,98,7,1,5,5,1,1,1,1,2,1,1969,5,1,2,5,5,5,1,0,1,0,0,0,0,0,0
3,4262,3,8,20,2003,3,3,3,3,4,6,5,5,5,5,2,2,2,5,0,0,0,2,2,3,2,5,0,1,0,1,1,1,2,1,1,1,5,1,5,0,15,6,95,95,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,7,1,0,0,2,19,1,99,0,1,2,1,6,4,6,6,1,1,3,1,1,1,1,2,1,4,95,95,100,100,2,5,5,5,0,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,6,5,5,5,1,1,1,1,2,1,1973,5,1,5,5,5,5,2,3,0,0,0,0,0,0,0
3,4278,3,5,13,2003,3,3,3,2,5,3,9,1,5,5,1,3,2,5,0,1,0,1,1,1,1,5,0,3,6,5,0,0,0,0,5,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,12,0,0,0,0,18,0,15,3,5,3,1,6,3,5,5,1,4,4,4,1,1,1,1,1,4,100,100,100,100,2,5,1,5,0,4,4,4,2,2,2,2,1,1,1,1,1,1,8,8,8,8,8,8,8,8,98,98,98,98,1,1,1,1,1,1,1,8,8,1975,5,1,2,4,4,4,1,0,0,0,0,0,0,0,0
3,4280,3,5,5,2003,1,1,1,1,2,1,5,5,5,5,3,3,3,5,3,6,3,1,2,1,1,5,0,1,0,1,1,1,3,1,1,5,5,5,5,0,50,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,26,1,98,98,34,4,26,2,16,18,7,6,4,1,4,2,3,2,3,1,2,1,1,1,4,80,70,80,70,3,5,3,5,0,2,4,3,3,1,1,5,5,1,1,1,5,1,2,1,2,1,1,1,1,1,10,10,98,6,1,5,1,1,1,1,5,1,1,1967,5,1,5,1,1,1,1,0,0,0,0,1,0,0,0
3,4310,4,5,27,2003,5,5,4,5,5,99,5,5,5,5,1,2,2,5,0,0,0,2,3,3,3,1,1,1,0,1,5,0,0,1,1,5,5,5,5,0,15,1,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,11,3,9,1,0,0,24,2,0,0,9,12,2,1,6,4,3,3,1,1,3,1,1,1,2,1,4,999,999,100,100,2,5,1,1,5,1,5,1,1,1,1,5,5,1,1,1,5,1,1,1,2,9,9,1,1,2,9,7,0,6,1,5,1,1,1,1,1,2,1,9998,5,1,4,4,4,4,1,0,1,0,0,0,0,0,0
3,4321,6,5,12,2003,3,3,3,2,3,2,5,1,5,5,3,3,3,5,0,0,98,2,3,3,1,5,0,2,6,1,5,0,0,1,5,5,5,5,1,98,10,6,99,99,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,98,98,1,98,98,98,98,98,98,0,98,98,98,98,98,98,6,1,1,1,1,1,2,1,2,2,1,3,1,4,99,99,99,99,3,4,1,5,0,3,1,9,5,9,3,4,5,1,1,1,5,1,2,1,2,1,1,1,1,1,30,17,98,7,1,5,1,1,1,1,1,2,7,9998,5,1,5,5,5,5,2,0,0,0,0,0,99,0,0
3,4330,4,5,16,2003,3,3,3,4,3,6,1,5,5,5,2,3,1,5,0,1,0,3,3,2,3,5,0,1,0,1,1,1,3,1,1,5,1,5,5,0,15,6,90,90,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,16,0,1,0,0,1,18,1,4,2,5,6,1,6,1,3,2,1,2,2,2,1,1,2,2,2,3,50,50,60,50,2,1,3,5,0,2,2,1,1,1,3,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,2,1,9,7,1,5,5,1,1,1,1,2,1,1978,5,1,3,5,5,5,1,1,0,0,3,0,0,0,0
3,4332,3,5,14,2003,4,3,4,5,5,5,5,5,5,5,2,2,1,5,0,0,0,2,3,2,2,1,2,2,4,1,5,0,0,1,1,1,1,1,5,98,15,3,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,1,1,98,2,2,16,7,98,98,98,25,4,14,3,7,3,3,6,2,3,1,3,2,2,3,2,2,2,2,2,3,998,998,998,998,2,8,8,5,0,2,4,1,1,1,1,1,5,1,1,1,5,1,1,2,2,1,1,1,1,2,5,4,98,6,1,5,1,1,1,1,1,2,1,1975,5,5,0,4,5,5,1,0,0,0,0,0,0,0,0
3,4339,4,4,26,2003,2,2,2,3,3,5,5,5,5,5,1,3,3,5,6,1,0,3,2,2,1,5,0,1,0,1,1,1,3,1,5,5,1,5,5,0,30,4,100,100,1,1,5,0,1,5,1,5,1,5,0,30,3,100,100,1,0,0,1,0,0,9,12,0,0,0,0,21,0,17,2,18,3,3,6,3,3,3,3,3,3,3,1,1,2,3,1,4,90,90,90,90,2,5,2,5,0,2,5,2,3,2,1,1,5,5,1,1,5,1,3,2,2,1,1,1,1,2,2,2,0,6,1,5,1,1,1,1,1,1,1,1976,5,5,0,5,5,5,2,0,0,0,0,0,0,0,0
3,4362,2,4,1,2003,4,4,4,3,3,5,5,5,5,5,2,1,1,5,0,0,0,2,2,2,1,5,0,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,19,6,0,0,0,0,25,0,99,1,1,20,0,6,3,6,5,1,1,1,1,1,1,1,1,1,4,75,75,80,90,2,5,2,5,0,1,2,1,2,2,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,32,14,0,7,5,5,1,1,1,1,1,2,2,1947,5,5,0,4,4,4,1,0,0,0,0,0,0,0,0
3,4370,3,6,8,2003,3,3,3,3,3,5,5,5,5,5,2,2,2,5,0,2,98,2,1,2,1,5,0,1,0,1,1,1,1,1,1,5,5,5,5,0,30,4,80,80,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,98,1,98,98,20,98,98,1,98,98,21,0,15,2,5,5,2,6,2,4,4,1,2,1,1,1,1,2,1,1,3,60,60,70,75,1,4,2,5,0,2,1,9,4,1,2,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,25,3,98,6,1,5,1,1,1,1,1,1,1,1951,5,5,0,5,4,4,1,0,0,0,0,0,0,0,0
3,4378,4,5,20,2003,4,4,3,4,4,2,5,5,5,5,2,2,2,5,2,1,0,3,2,2,3,5,0,1,0,1,5,0,0,1,5,5,1,5,5,0,20,3,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,2,0,0,0,4,19,0,99,1,3,3,0,6,2,6,6,1,1,1,4,1,1,1,1,1,1,98,98,100,98,4,3,3,5,0,1,2,1,1,1,1,1,5,1,1,1,1,5,2,1,1,1,1,1,1,1,14,11,9,6,5,5,1,1,1,1,1,2,1,1960,5,5,0,4,4,3,3,2,0,0,3,0,0,0,0
3,4401,3,4,5,2003,4,4,5,3,4,5,5,5,5,5,2,1,1,5,1,0,2,2,1,9,1,5,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,20,0,0,0,1,0,21,0,11,4,8,7,1,6,3,5,5,4,4,4,3,2,2,1,1,2,3,70,70,90,85,2,5,5,5,0,1,1,1,1,1,1,2,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,5,6,1,5,5,1,1,1,1,1,7,1963,5,1,3,5,4,5,1,0,0,0,0,0,1,0,0
3,4409,5,9,25,2003,3,2,3,2,1,2,1,1,1,5,2,3,3,5,0,4,98,1,2,1,1,1,2,1,0,1,1,1,3,1,1,5,5,5,5,0,18,1,60,80,1,1,1,2,1,1,5,5,5,5,0,10,1,80,90,1,98,2,98,98,98,7,1,1,98,98,98,9,98,5,9,8,1,0,6,3,4,4,2,1,4,2,1,2,1,2,1,3,80,75,95,90,2,5,5,5,0,1,1,1,1,1,1,3,5,1,1,1,5,1,2,2,2,1,1,1,1,1,4,5,98,7,1,1,1,1,5,1,1,2,1,1966,5,1,5,5,4,5,1,0,0,0,0,0,0,0,0
